CODE POSTAL,Département,Région
33750,GIRONDE,AQUITAINE
52600,HAUTE-MARNE,CHAMPAGNE-ARDENNE
80140,SOMME,PICARDIE
44360,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
73200,SAVOIE,RHONE-ALPES
66150,PYRENEES-ORIENTALES,LANGUEDOC-ROUSSILLON
10200,AUBE,CHAMPAGNE-ARDENNE
21290,COTE-D'OR,BOURGOGNE
31550,HAUTE-GARONNE,MIDI-PYRENEES
80290,SOMME,PICARDIE
65440,HAUTES-PYRENEES,MIDI-PYRENEES
76116,SEINE-MARITIME,HAUTE-NORMANDIE
27180,EURE,HAUTE-NORMANDIE
26170,DROME,RHONE-ALPES
52600,HAUTE-MARNE,CHAMPAGNE-ARDENNE
70160,HAUTE-SAONE,FRANCHE-COMTE
26750,DROME,RHONE-ALPES
51270,MARNE,CHAMPAGNE-ARDENNE
46400,LOT,MIDI-PYRENEES
80830,SOMME,PICARDIE
2200,AISNE,PICARDIE
70400,HAUTE-SAONE,FRANCHE-COMTE
89480,YONNE,BOURGOGNE
80400,SOMME,PICARDIE
51270,MARNE,CHAMPAGNE-ARDENNE
67114,BAS-RHIN,ALSACE
72390,SARTHE,PAYS DE LA LOIRE
27260,EURE,HAUTE-NORMANDIE
64330,PYRENEES-ATLANTIQUES,AQUITAINE
9700,ARIEGE,MIDI-PYRENEES
54930,MEURTHE-ET-MOSELLE,LORRAINE
41370,LOIR-ET-CHER,CENTRE
77370,SEINE-ET-MARNE,ILE-DE-FRANCE
11240,AUDE,LANGUEDOC-ROUSSILLON
29770,FINISTERE,BRETAGNE
70270,HAUTE-SAONE,FRANCHE-COMTE
22400,COTES-D'ARMOR,BRETAGNE
87230,HAUTE-VIENNE,LIMOUSIN
51220,MARNE,CHAMPAGNE-ARDENNE
2800,AISNE,PICARDIE
38350,ISERE,RHONE-ALPES
16460,CHARENTE,POITOU-CHARENTES
23460,CREUSE,LIMOUSIN
70170,HAUTE-SAONE,FRANCHE-COMTE
74250,HAUTE-SAVOIE,RHONE-ALPES
19200,CORREZE,LIMOUSIN
62550,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
39700,JURA,FRANCHE-COMTE
68130,HAUT-RHIN,ALSACE
74270,HAUTE-SAVOIE,RHONE-ALPES
30630,GARD,LANGUEDOC-ROUSSILLON
39320,JURA,FRANCHE-COMTE
3500,ALLIER,AUVERGNE
64490,PYRENEES-ATLANTIQUES,AQUITAINE
12160,AVEYRON,MIDI-PYRENEES
38190,ISERE,RHONE-ALPES
17810,CHARENTE-MARITIME,POITOU-CHARENTES
2190,AISNE,PICARDIE
11800,AUDE,LANGUEDOC-ROUSSILLON
43590,HAUTE-LOIRE,AUVERGNE
14370,CALVADOS,BASSE-NORMANDIE
60880,OISE,PICARDIE
91410,ESSONNE,ILE-DE-FRANCE
30700,GARD,LANGUEDOC-ROUSSILLON
8090,ARDENNES,CHAMPAGNE-ARDENNE
30770,GARD,LANGUEDOC-ROUSSILLON
65100,HAUTES-PYRENEES,MIDI-PYRENEES
62110,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
86200,VIENNE,POITOU-CHARENTES
73300,SAVOIE,RHONE-ALPES
47700,LOT-ET-GARONNE,AQUITAINE
5700,HAUTES-ALPES,PROVENCE-ALPES-COTE D'AZUR
57780,MOSELLE,LORRAINE
21150,COTE-D'OR,BOURGOGNE
51330,MARNE,CHAMPAGNE-ARDENNE
38200,ISERE,RHONE-ALPES
77135,SEINE-ET-MARNE,ILE-DE-FRANCE
68350,HAUT-RHIN,ALSACE
32250,GERS,MIDI-PYRENEES
35160,ILLE-ET-VILAINE,BRETAGNE
61470,ORNE,BASSE-NORMANDIE
58300,NIEVRE,BOURGOGNE
13490,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE D'AZUR
28120,EURE-ET-LOIR,CENTRE
95450,VAL-D'OISE,ILE-DE-FRANCE
71440,SAONE-ET-LOIRE,BOURGOGNE
33790,GIRONDE,AQUITAINE
88200,VOSGES,LORRAINE
11700,AUDE,LANGUEDOC-ROUSSILLON
64160,PYRENEES-ATLANTIQUES,AQUITAINE
95650,VAL-D'OISE,ILE-DE-FRANCE
65190,HAUTES-PYRENEES,MIDI-PYRENEES
10700,AUBE,CHAMPAGNE-ARDENNE
60210,OISE,PICARDIE
21130,COTE-D'OR,BOURGOGNE
6500,ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR
38800,ISERE,RHONE-ALPES
20190,CORSE-DU-SUD,CORSE
33620,GIRONDE,AQUITAINE
87220,HAUTE-VIENNE,LIMOUSIN
2400,AISNE,PICARDIE
31430,HAUTE-GARONNE,MIDI-PYRENEES
31340,HAUTE-GARONNE,MIDI-PYRENEES
62132,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
57280,MOSELLE,LORRAINE
50310,MANCHE,BASSE-NORMANDIE
84330,VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR
60110,OISE,PICARDIE
12210,AVEYRON,MIDI-PYRENEES
2220,AISNE,PICARDIE
57220,MOSELLE,LORRAINE
14490,CALVADOS,BASSE-NORMANDIE
71520,SAONE-ET-LOIRE,BOURGOGNE
62450,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
88270,VOSGES,LORRAINE
84230,VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR
62650,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
27410,EURE,HAUTE-NORMANDIE
81150,TARN,MIDI-PYRENEES
71250,SAONE-ET-LOIRE,BOURGOGNE
62760,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
55290,MEUSE,LORRAINE
72600,SARTHE,PAYS DE LA LOIRE
37600,INDRE-ET-LOIRE,CENTRE
16140,CHARENTE,POITOU-CHARENTES
47200,LOT-ET-GARONNE,AQUITAINE
25470,DOUBS,FRANCHE-COMTE
41800,LOIR-ET-CHER,CENTRE
86330,VIENNE,POITOU-CHARENTES
73790,SAVOIE,RHONE-ALPES
85470,VENDEE,PAYS DE LA LOIRE
41120,LOIR-ET-CHER,CENTRE
4240,ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
29800,FINISTERE,BRETAGNE
38260,ISERE,RHONE-ALPES
55220,MEUSE,LORRAINE
39700,JURA,FRANCHE-COMTE
63580,PUY-DE-DOME,AUVERGNE
62118,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
48170,LOZERE,LANGUEDOC-ROUSSILLON
39570,JURA,FRANCHE-COMTE
76750,SEINE-MARITIME,HAUTE-NORMANDIE
54290,MEURTHE-ET-MOSELLE,LORRAINE
25470,DOUBS,FRANCHE-COMTE
21370,COTE-D'OR,BOURGOGNE
21130,COTE-D'OR,BOURGOGNE
55270,MEUSE,LORRAINE
30220,GARD,LANGUEDOC-ROUSSILLON
14100,CALVADOS,BASSE-NORMANDIE
19500,CORREZE,LIMOUSIN
78980,YVELINES,ILE-DE-FRANCE
61400,ORNE,BASSE-NORMANDIE
90300,TERRITOIRE DE BELFORT,FRANCHE-COMTE
1190,AIN,RHONE-ALPES
38650,ISERE,RHONE-ALPES
60650,OISE,PICARDIE
89520,YONNE,BOURGOGNE
32160,GERS,MIDI-PYRENEES
42560,LOIRE,RHONE-ALPES
16130,CHARENTE,POITOU-CHARENTES
34230,HERAULT,LANGUEDOC-ROUSSILLON
76760,SEINE-MARITIME,HAUTE-NORMANDIE
23130,CREUSE,LIMOUSIN
53240,MAYENNE,PAYS DE LA LOIRE
6420,ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR
91630,ESSONNE,ILE-DE-FRANCE
51290,MARNE,CHAMPAGNE-ARDENNE
74200,HAUTE-SAVOIE,RHONE-ALPES
79400,DEUX-SEVRES,POITOU-CHARENTES
24310,DORDOGNE,AQUITAINE
39130,JURA,FRANCHE-COMTE
50480,MANCHE,BASSE-NORMANDIE
76400,SEINE-MARITIME,HAUTE-NORMANDIE
60130,OISE,PICARDIE
79190,DEUX-SEVRES,POITOU-CHARENTES
71240,SAONE-ET-LOIRE,BOURGOGNE
59710,NORD,NORD-PAS-DE-CALAIS
22300,COTES-D'ARMOR,BRETAGNE
36110,INDRE,CENTRE
11200,AUDE,LANGUEDOC-ROUSSILLON
87720,HAUTE-VIENNE,LIMOUSIN
71110,SAONE-ET-LOIRE,BOURGOGNE
63690,PUY-DE-DOME,AUVERGNE
50270,MANCHE,BASSE-NORMANDIE
74550,HAUTE-SAVOIE,RHONE-ALPES
51480,MARNE,CHAMPAGNE-ARDENNE
12300,AVEYRON,MIDI-PYRENEES
19320,CORREZE,LIMOUSIN
59630,NORD,NORD-PAS-DE-CALAIS
16200,CHARENTE,POITOU-CHARENTES
4170,ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
59530,NORD,NORD-PAS-DE-CALAIS
49350,MAINE-ET-LOIRE,PAYS DE LA LOIRE
17250,CHARENTE-MARITIME,POITOU-CHARENTES
59360,NORD,NORD-PAS-DE-CALAIS
76530,SEINE-MARITIME,HAUTE-NORMANDIE
24200,DORDOGNE,AQUITAINE
11290,AUDE,LANGUEDOC-ROUSSILLON
67290,BAS-RHIN,ALSACE
88600,VOSGES,LORRAINE
22420,COTES-D'ARMOR,BRETAGNE
80160,SOMME,PICARDIE
30320,GARD,LANGUEDOC-ROUSSILLON
50190,MANCHE,BASSE-NORMANDIE
25150,DOUBS,FRANCHE-COMTE
78310,YVELINES,ILE-DE-FRANCE
88650,VOSGES,LORRAINE
24540,DORDOGNE,AQUITAINE
15110,CANTAL,AUVERGNE
55110,MEUSE,LORRAINE
29400,FINISTERE,BRETAGNE
79190,DEUX-SEVRES,POITOU-CHARENTES
47400,LOT-ET-GARONNE,AQUITAINE
59470,NORD,NORD-PAS-DE-CALAIS
15230,CANTAL,AUVERGNE
47220,LOT-ET-GARONNE,AQUITAINE
67500,BAS-RHIN,ALSACE
59960,NORD,NORD-PAS-DE-CALAIS
22940,COTES-D'ARMOR,BRETAGNE
24160,DORDOGNE,AQUITAINE
46330,LOT,MIDI-PYRENEES
50250,MANCHE,BASSE-NORMANDIE
32730,GERS,MIDI-PYRENEES
90200,TERRITOIRE DE BELFORT,FRANCHE-COMTE
57820,MOSELLE,LORRAINE
67160,BAS-RHIN,ALSACE
43770,HAUTE-LOIRE,AUVERGNE
27490,EURE,HAUTE-NORMANDIE
38530,ISERE,RHONE-ALPES
81170,TARN,MIDI-PYRENEES
57930,MOSELLE,LORRAINE
66110,PYRENEES-ORIENTALES,LANGUEDOC-ROUSSILLON
1300,AIN,RHONE-ALPES
25250,DOUBS,FRANCHE-COMTE
39290,JURA,FRANCHE-COMTE
61120,ORNE,BASSE-NORMANDIE
27170,EURE,HAUTE-NORMANDIE
88260,VOSGES,LORRAINE
34800,HERAULT,LANGUEDOC-ROUSSILLON
10360,AUBE,CHAMPAGNE-ARDENNE
50250,MANCHE,BASSE-NORMANDIE
46230,LOT,MIDI-PYRENEES
84240,VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR
88500,VOSGES,LORRAINE
62156,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
12120,AVEYRON,MIDI-PYRENEES
78910,YVELINES,ILE-DE-FRANCE
62200,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
61250,ORNE,BASSE-NORMANDIE
10120,AUBE,CHAMPAGNE-ARDENNE
57050,MOSELLE,LORRAINE
72610,SARTHE,PAYS DE LA LOIRE
56230,MORBIHAN,BRETAGNE
26740,DROME,RHONE-ALPES
95510,VAL-D'OISE,ILE-DE-FRANCE
32110,GERS,MIDI-PYRENEES
40090,LANDES,AQUITAINE
64410,PYRENEES-ATLANTIQUES,AQUITAINE
71350,SAONE-ET-LOIRE,BOURGOGNE
40320,LANDES,AQUITAINE
14710,CALVADOS,BASSE-NORMANDIE
63720,PUY-DE-DOME,AUVERGNE
5480,HAUTES-ALPES,PROVENCE-ALPES-COTE D'AZUR
17620,CHARENTE-MARITIME,POITOU-CHARENTES
18340,CHER,CENTRE
62145,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
72600,SARTHE,PAYS DE LA LOIRE
22380,COTES-D'ARMOR,BRETAGNE
71190,SAONE-ET-LOIRE,BOURGOGNE
67440,BAS-RHIN,ALSACE
76740,SEINE-MARITIME,HAUTE-NORMANDIE
25420,DOUBS,FRANCHE-COMTE
40260,LANDES,AQUITAINE
56910,MORBIHAN,BRETAGNE
15130,CANTAL,AUVERGNE
33910,GIRONDE,AQUITAINE
32220,GERS,MIDI-PYRENEES
28320,EURE-ET-LOIR,CENTRE
26120,DROME,RHONE-ALPES
26510,DROME,RHONE-ALPES
17370,CHARENTE-MARITIME,POITOU-CHARENTES
52800,HAUTE-MARNE,CHAMPAGNE-ARDENNE
33620,GIRONDE,AQUITAINE
62840,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
42520,LOIRE,RHONE-ALPES
54330,MEURTHE-ET-MOSELLE,LORRAINE
11310,AUDE,LANGUEDOC-ROUSSILLON
39120,JURA,FRANCHE-COMTE
18300,CHER,CENTRE
16130,CHARENTE,POITOU-CHARENTES
66360,PYRENEES-ORIENTALES,LANGUEDOC-ROUSSILLON
27430,EURE,HAUTE-NORMANDIE
78980,YVELINES,ILE-DE-FRANCE
19160,CORREZE,LIMOUSIN
88300,VOSGES,LORRAINE
42590,LOIRE,RHONE-ALPES
31410,HAUTE-GARONNE,MIDI-PYRENEES
86440,VIENNE,POITOU-CHARENTES
12520,AVEYRON,MIDI-PYRENEES
16320,CHARENTE,POITOU-CHARENTES
1800,AIN,RHONE-ALPES
31320,HAUTE-GARONNE,MIDI-PYRENEES
9600,ARIEGE,MIDI-PYRENEES
76680,SEINE-MARITIME,HAUTE-NORMANDIE
25580,DOUBS,FRANCHE-COMTE
54930,MEURTHE-ET-MOSELLE,LORRAINE
51230,MARNE,CHAMPAGNE-ARDENNE
22310,COTES-D'ARMOR,BRETAGNE
61270,ORNE,BASSE-NORMANDIE
62128,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
20113,CORSE-DU-SUD,CORSE
21410,COTE-D'OR,BOURGOGNE
61380,ORNE,BASSE-NORMANDIE
70170,HAUTE-SAONE,FRANCHE-COMTE
36340,INDRE,CENTRE
88500,VOSGES,LORRAINE
42640,LOIRE,RHONE-ALPES
2250,AISNE,PICARDIE
39600,JURA,FRANCHE-COMTE
14230,CALVADOS,BASSE-NORMANDIE
40700,LANDES,AQUITAINE
49770,MAINE-ET-LOIRE,PAYS DE LA LOIRE
71600,SAONE-ET-LOIRE,BOURGOGNE
70190,HAUTE-SAONE,FRANCHE-COMTE
23480,CREUSE,LIMOUSIN
95430,VAL-D'OISE,ILE-DE-FRANCE
14170,CALVADOS,BASSE-NORMANDIE
14400,CALVADOS,BASSE-NORMANDIE
51310,MARNE,CHAMPAGNE-ARDENNE
14800,CALVADOS,BASSE-NORMANDIE
43410,HAUTE-LOIRE,AUVERGNE
14240,CALVADOS,BASSE-NORMANDIE
33190,GIRONDE,AQUITAINE
45220,LOIRET,CENTRE
11500,AUDE,LANGUEDOC-ROUSSILLON
37500,INDRE-ET-LOIRE,CENTRE
89220,YONNE,BOURGOGNE
80560,SOMME,PICARDIE
13250,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE D'AZUR
62223,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
43410,HAUTE-LOIRE,AUVERGNE
17600,CHARENTE-MARITIME,POITOU-CHARENTES
38410,ISERE,RHONE-ALPES
70150,HAUTE-SAONE,FRANCHE-COMTE
54330,MEURTHE-ET-MOSELLE,LORRAINE
71240,SAONE-ET-LOIRE,BOURGOGNE
39120,JURA,FRANCHE-COMTE
72220,SARTHE,PAYS DE LA LOIRE
20147,CORSE-DU-SUD,CORSE
62820,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
60120,OISE,PICARDIE
10500,AUBE,CHAMPAGNE-ARDENNE
27630,EURE,HAUTE-NORMANDIE
14480,CALVADOS,BASSE-NORMANDIE
67440,BAS-RHIN,ALSACE
36160,INDRE,CENTRE
22160,COTES-D'ARMOR,BRETAGNE
53410,MAYENNE,PAYS DE LA LOIRE
80800,SOMME,PICARDIE
41220,LOIR-ET-CHER,CENTRE
20237,HAUTE-CORSE,CORSE
73100,SAVOIE,RHONE-ALPES
2160,AISNE,PICARDIE
89240,YONNE,BOURGOGNE
48110,LOZERE,LANGUEDOC-ROUSSILLON
72170,SARTHE,PAYS DE LA LOIRE
1260,AIN,RHONE-ALPES
65320,HAUTES-PYRENEES,MIDI-PYRENEES
21430,COTE-D'OR,BOURGOGNE
9110,ARIEGE,MIDI-PYRENEES
53290,MAYENNE,PAYS DE LA LOIRE
47300,LOT-ET-GARONNE,AQUITAINE
24420,DORDOGNE,AQUITAINE
55120,MEUSE,LORRAINE
60500,OISE,PICARDIE
23190,CREUSE,LIMOUSIN
42270,LOIRE,RHONE-ALPES
48700,LOZERE,LANGUEDOC-ROUSSILLON
8360,ARDENNES,CHAMPAGNE-ARDENNE
17490,CHARENTE-MARITIME,POITOU-CHARENTES
30580,GARD,LANGUEDOC-ROUSSILLON
45320,LOIRET,CENTRE
4230,ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
15000,CANTAL,AUVERGNE
10170,AUBE,CHAMPAGNE-ARDENNE
9120,ARIEGE,MIDI-PYRENEES
76190,SEINE-MARITIME,HAUTE-NORMANDIE
66320,PYRENEES-ORIENTALES,LANGUEDOC-ROUSSILLON
39210,JURA,FRANCHE-COMTE
27600,EURE,HAUTE-NORMANDIE
71150,SAONE-ET-LOIRE,BOURGOGNE
33240,GIRONDE,AQUITAINE
83340,VAR,PROVENCE-ALPES-COTE D'AZUR
82160,TARN-ET-GARONNE,MIDI-PYRENEES
51340,MARNE,CHAMPAGNE-ARDENNE
17640,CHARENTE-MARITIME,POITOU-CHARENTES
70200,HAUTE-SAONE,FRANCHE-COMTE
70100,HAUTE-SAONE,FRANCHE-COMTE
59281,NORD,NORD-PAS-DE-CALAIS
72340,SARTHE,PAYS DE LA LOIRE
34380,HERAULT,LANGUEDOC-ROUSSILLON
76730,SEINE-MARITIME,HAUTE-NORMANDIE
48100,LOZERE,LANGUEDOC-ROUSSILLON
63420,PUY-DE-DOME,AUVERGNE
76190,SEINE-MARITIME,HAUTE-NORMANDIE
63410,PUY-DE-DOME,AUVERGNE
95270,VAL-D'OISE,ILE-DE-FRANCE
76340,SEINE-MARITIME,HAUTE-NORMANDIE
40280,LANDES,AQUITAINE
97118,GUADELOUPE,GUADELOUPE
95810,VAL-D'OISE,ILE-DE-FRANCE
15120,CANTAL,AUVERGNE
46260,LOT,MIDI-PYRENEES
30630,GARD,LANGUEDOC-ROUSSILLON
43200,HAUTE-LOIRE,AUVERGNE
80260,SOMME,PICARDIE
24150,DORDOGNE,AQUITAINE
80670,SOMME,PICARDIE
44590,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
32380,GERS,MIDI-PYRENEES
31340,HAUTE-GARONNE,MIDI-PYRENEES
60112,OISE,PICARDIE
61210,ORNE,BASSE-NORMANDIE
10190,AUBE,CHAMPAGNE-ARDENNE
63122,PUY-DE-DOME,AUVERGNE
87800,HAUTE-VIENNE,LIMOUSIN
72470,SARTHE,PAYS DE LA LOIRE
89270,YONNE,BOURGOGNE
12540,AVEYRON,MIDI-PYRENEES
11230,AUDE,LANGUEDOC-ROUSSILLON
3390,ALLIER,AUVERGNE
42155,LOIRE,RHONE-ALPES
31370,HAUTE-GARONNE,MIDI-PYRENEES
37600,INDRE-ET-LOIRE,CENTRE
63720,PUY-DE-DOME,AUVERGNE
2250,AISNE,PICARDIE
64470,PYRENEES-ATLANTIQUES,AQUITAINE
24520,DORDOGNE,AQUITAINE
31570,HAUTE-GARONNE,MIDI-PYRENEES
76280,SEINE-MARITIME,HAUTE-NORMANDIE
39130,JURA,FRANCHE-COMTE
77230,SEINE-ET-MARNE,ILE-DE-FRANCE
51290,MARNE,CHAMPAGNE-ARDENNE
62500,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
77370,SEINE-ET-MARNE,ILE-DE-FRANCE
62170,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
79130,DEUX-SEVRES,POITOU-CHARENTES
85540,VENDEE,PAYS DE LA LOIRE
72650,SARTHE,PAYS DE LA LOIRE
34210,HERAULT,LANGUEDOC-ROUSSILLON
39270,JURA,FRANCHE-COMTE
80700,SOMME,PICARDIE
34790,HERAULT,LANGUEDOC-ROUSSILLON
25340,DOUBS,FRANCHE-COMTE
2600,AISNE,PICARDIE
24120,DORDOGNE,AQUITAINE
51170,MARNE,CHAMPAGNE-ARDENNE
11300,AUDE,LANGUEDOC-ROUSSILLON
68290,HAUT-RHIN,ALSACE
10260,AUBE,CHAMPAGNE-ARDENNE
50480,MANCHE,BASSE-NORMANDIE
57330,MOSELLE,LORRAINE
31350,HAUTE-GARONNE,MIDI-PYRENEES
47700,LOT-ET-GARONNE,AQUITAINE
27270,EURE,HAUTE-NORMANDIE
50340,MANCHE,BASSE-NORMANDIE
51190,MARNE,CHAMPAGNE-ARDENNE
59560,NORD,NORD-PAS-DE-CALAIS
1580,AIN,RHONE-ALPES
34450,HERAULT,LANGUEDOC-ROUSSILLON
16460,CHARENTE,POITOU-CHARENTES
25220,DOUBS,FRANCHE-COMTE
40180,LANDES,AQUITAINE
62130,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
24250,DORDOGNE,AQUITAINE
31290,HAUTE-GARONNE,MIDI-PYRENEES
70130,HAUTE-SAONE,FRANCHE-COMTE
20218,HAUTE-CORSE,CORSE
46230,LOT,MIDI-PYRENEES
92330,HAUTS-DE-SEINE,ILE-DE-FRANCE
58170,NIEVRE,BOURGOGNE
95620,VAL-D'OISE,ILE-DE-FRANCE
38480,ISERE,RHONE-ALPES
18340,CHER,CENTRE
17270,CHARENTE-MARITIME,POITOU-CHARENTES
3500,ALLIER,AUVERGNE
60960,OISE,PICARDIE
2160,AISNE,PICARDIE
33550,GIRONDE,AQUITAINE
88400,VOSGES,LORRAINE
72130,SARTHE,PAYS DE LA LOIRE
38470,ISERE,RHONE-ALPES
28310,EURE-ET-LOIR,CENTRE
40300,LANDES,AQUITAINE
73170,SAVOIE,RHONE-ALPES
88300,VOSGES,LORRAINE
89350,YONNE,BOURGOGNE
3120,ALLIER,AUVERGNE
21350,COTE-D'OR,BOURGOGNE
76450,SEINE-MARITIME,HAUTE-NORMANDIE
85250,VENDEE,PAYS DE LA LOIRE
21640,COTE-D'OR,BOURGOGNE
23140,CREUSE,LIMOUSIN
12140,AVEYRON,MIDI-PYRENEES
89560,YONNE,BOURGOGNE
8300,ARDENNES,CHAMPAGNE-ARDENNE
41800,LOIR-ET-CHER,CENTRE
51260,MARNE,CHAMPAGNE-ARDENNE
81500,TARN,MIDI-PYRENEES
27160,EURE,HAUTE-NORMANDIE
95260,VAL-D'OISE,ILE-DE-FRANCE
41300,LOIR-ET-CHER,CENTRE
21140,COTE-D'OR,BOURGOGNE
58500,NIEVRE,BOURGOGNE
2370,AISNE,PICARDIE
1510,AIN,RHONE-ALPES
62140,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
2720,AISNE,PICARDIE
58500,NIEVRE,BOURGOGNE
48000,LOZERE,LANGUEDOC-ROUSSILLON
17600,CHARENTE-MARITIME,POITOU-CHARENTES
13009,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE D'AZUR
2450,AISNE,PICARDIE
80360,SOMME,PICARDIE
63880,PUY-DE-DOME,AUVERGNE
4270,ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
58230,NIEVRE,BOURGOGNE
88500,VOSGES,LORRAINE
42600,LOIRE,RHONE-ALPES
64330,PYRENEES-ATLANTIQUES,AQUITAINE
41310,LOIR-ET-CHER,CENTRE
63680,PUY-DE-DOME,AUVERGNE
76560,SEINE-MARITIME,HAUTE-NORMANDIE
21410,COTE-D'OR,BOURGOGNE
42530,LOIRE,RHONE-ALPES
22510,COTES-D'ARMOR,BRETAGNE
16500,CHARENTE,POITOU-CHARENTES
76960,SEINE-MARITIME,HAUTE-NORMANDIE
46500,LOT,MIDI-PYRENEES
59268,NORD,NORD-PAS-DE-CALAIS
30700,GARD,LANGUEDOC-ROUSSILLON
4510,ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
24140,DORDOGNE,AQUITAINE
57630,MOSELLE,LORRAINE
60430,OISE,PICARDIE
80560,SOMME,PICARDIE
28800,EURE-ET-LOIR,CENTRE
27270,EURE,HAUTE-NORMANDIE
17630,CHARENTE-MARITIME,POITOU-CHARENTES
76660,SEINE-MARITIME,HAUTE-NORMANDIE
38230,ISERE,RHONE-ALPES
49123,MAINE-ET-LOIRE,PAYS DE LA LOIRE
62880,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
50680,MANCHE,BASSE-NORMANDIE
61700,ORNE,BASSE-NORMANDIE
11270,AUDE,LANGUEDOC-ROUSSILLON
62129,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
36220,INDRE,CENTRE
53200,MAYENNE,PAYS DE LA LOIRE
38110,ISERE,RHONE-ALPES
2220,AISNE,PICARDIE
97450,REUNION,REUNION
11170,AUDE,LANGUEDOC-ROUSSILLON
97431,REUNION,REUNION
69930,RHONE,RHONE-ALPES
27510,EURE,HAUTE-NORMANDIE
36220,INDRE,CENTRE
45340,LOIRET,CENTRE
54290,MEURTHE-ET-MOSELLE,LORRAINE
18110,CHER,CENTRE
2100,AISNE,PICARDIE
7690,ARDECHE,RHONE-ALPES
61270,ORNE,BASSE-NORMANDIE
17300,CHARENTE-MARITIME,POITOU-CHARENTES
53400,MAYENNE,PAYS DE LA LOIRE
44110,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
46800,LOT,MIDI-PYRENEES
53190,MAYENNE,PAYS DE LA LOIRE
8240,ARDENNES,CHAMPAGNE-ARDENNE
62147,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS
71700,SAONE-ET-LOIRE,BOURGOGNE
67290,BAS-RHIN,ALSACE
14130,CALVADOS,BASSE-NORMANDIE
51400,MARNE,CHAMPAGNE-ARDENNE
23400,CREUSE,LIMOUSIN
36250,INDRE,CENTRE
80160,SOMME,PICARDIE
28140,EURE-ET-LOIR,CENTRE
2860,AISNE,PICARDIE
89230,YONNE,BOURGOGNE
17250,CHARENTE-MARITIME,POITOU-CHARENTES
65150,HAUTES-PYRENEES,MIDI-PYRENEES
50620,MANCHE,BASSE-NORMANDIE
16190,CHARENTE,POITOU-CHARENTES
66350,PYRENEES-ORIENTALES,LANGUEDOC-ROUSSILLON
58110,NIEVRE,BOURGOGNE
44690,LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
77830,SEINE-ET-MARNE,ILE-DE-FRANCE
36160,INDRE,CENTRE
78380,YVELINES,ILE-DE-FRANCE
47310,LOT-ET-GARONNE,AQUITAINE
18200,CHER,CENTRE
73220,SAVOIE,RHONE-ALPES
78440,YVELINES,ILE-DE-FRANCE
80560,SOMME,PICARDIE
25310,DOUBS,FRANCHE-COMTE
91820,ESSONNE,ILE-DE-FRANCE
40090,LANDES,AQUITAINE
48230,LOZERE,LANGUEDOC-ROUSSILLON
32300,GERS,MIDI-PYRENEES
43290,HAUTE-LOIRE,AUVERGNE
23210,CREUSE,LIMOUSIN
25440,DOUBS,FRANCHE-COMTE
14490,CALVADOS,BASSE-NORMANDIE
1340,AIN,RHONE-ALPES
65120,HAUTES-PYRENEES,MIDI-PYRENEES
78770,YVELINES,ILE-DE-FRANCE
61360,ORNE,BASSE-NORMANDIE
18210,CHER,CENTRE
35370,ILLE-ET-VILAINE,BRETAGNE
